flow_duration,client_ip,class,bytes_total,byte_rate,packet_count,timestamp,iat_mean,id,scenario_type
1.7613370418548584,192.168.4.9,idle,572.0,324.75329048756544,6.0,2025-12-28T17:19:05.810000+00:00,0.3522674083709717,04pwCt9Zgdx3r6Y5dSy0,Baseline
1.7801439762115479,192.168.4.14,idle,544.0,305.5932594608024,8.0,2025-12-20T13:46:14.598000+00:00,0.2543062823159354,0ByVKgh0AIsDLJiW6RAE,Baseline
0.04608488082885742,192.168.4.14,idle,3593.0,77964.83218309932,12.0,2025-12-20T13:44:23.354000+00:00,0.0041895346208052206,0D6IANhLDLJoSKLjzkfj,Baseline
1.8068227767944336,192.168.4.14,meet,4769.0,2639.439828437906,24.0,2025-12-20T13:43:44.548000+00:00,0.07855751203454059,0Hovpu7oKLOdHgVC8CW7,Baseline
,,,,,,,,0XUxcVlNYCuvZkqBhdxO,Baseline
6.501159906387329,192.168.4.14,meet,11376.0,1749.841591932416,41.0,2025-12-20T13:50:20.318000+00:00,0.16252899765968323,0Z2cKYG7pGPHiHXLfc5P,Baseline
0.33373427391052246,192.168.4.9,meet,4856.0,14550.498344386237,26.0,2025-12-28T17:40:04.065000+00:00,0.013349370956420898,0Zsh56ajeONdrlv3TCsF,Baseline
0.1770644187927246,192.168.4.9,youtube,3860.0,21799.97554742265,15.0,2025-12-28T17:22:48.306000+00:00,0.012647458485194616,0fjhsNNwG0RL9Y6nCmed,Baseline
1.972935438156128,192.168.4.14,meet,4606.0,2334.5923596489756,21.0,2025-12-20T13:44:04.943000+00:00,0.0986467719078064,0jHy9aYNWrVK6x92250W,Baseline
0.48766350746154785,192.168.4.18,idle,10333.0,21188.790717162192,27.0,2025-12-20T13:52:49.302000+00:00,0.01875628874852107,0m3K79xJaZfCFzxYis5j,Baseline
1.4463508129119873,192.168.4.9,youtube,4504.0,3114.0439510190085,22.0,2025-12-28T17:19:39.063000+00:00,0.06887384823390416,0nvh1xYanTxwX0zB9hxe,Baseline
3.798098087310791,192.168.4.18,youtube,160141.0,42163.47137927298,194.0,2025-12-20T13:47:45.715000+00:00,0.019679264701092183,0xQlEgImFH5Xe5P4iITv,Baseline
23.49586319923401,192.168.4.18,youtube,47282802.0,2012388.3765862866,40797.0,2025-12-20T13:48:52.817000+00:00,0.0005759354642424259,0xbQA0wIyrFbm08U8V0O,Baseline
,,,,,,,,13FJqfxLfL2kx0JrJ2aG,Baseline
0.6827023029327393,192.168.4.18,youtube,910.0,1332.9382310427836,12.0,2025-12-20T13:48:27.162000+00:00,0.06206384572115811,16Kw6gmMGwPeEfpvXh15,Baseline
,,,,,,,,16hdmL3gRYMmIGeaZxnm,Baseline
0.05028700828552246,192.168.4.18,idle,10865.0,216059.78105339015,22.0,2025-12-20T13:43:03.424000+00:00,0.002394619442167736,16yb4gfW8K11QuphHiZI,Baseline
1.0377113819122314,192.168.4.18,youtube,334.0,321.86213413649284,5.0,2025-12-20T13:54:01.538000+00:00,0.25942784547805786,17MMYmJbC5cpgbfav8Fa,Baseline
,,,,,,,,1IFoPdfPzdLW9LvTldHr,Baseline
5.306097030639648,192.168.4.18,idle,12890.0,2429.280867946381,34.0,2025-12-20T13:48:18.795000+00:00,0.1607908191102924,1dCmzW2qc1Q41dwhnWVZ,Baseline
4.371699571609497,192.168.4.9,youtube,4917.0,1124.7341953531686,24.0,2025-12-28T17:25:12.279000+00:00,0.19007389441780423,1fXrEEWWTtlf4cK8kXxm,Baseline
5.026856422424316,192.168.4.14,idle,4310.0,857.3946892084505,20.0,2025-12-20T13:53:59.293000+00:00,0.2645713906539114,1iTAhAYh3SQRRYmN1c93,Baseline
0.041182518005371094,192.168.4.14,meet,3659.0,88848.37977907973,13.0,2025-12-20T13:40:36.739000+00:00,0.0034318765004475913,1jSjknYeM2bDiHyCIlSM,Baseline
1.6062991619110107,192.168.4.14,meet,4753.0,2958.975583567737,23.0,2025-12-20T13:48:24.070000+00:00,0.07301359826868231,1jbJ0l3nyG0bDol8BuRM,Baseline
,,,,,,,,1lUOsPIhv5WF8W61Ehhu,Baseline
0.5204367637634277,192.168.4.18,idle,412.0,791.642767549144,6.0,2025-12-20T13:51:14.243000+00:00,0.10408735275268555,1lUVEsT3aRRBOhCcQZSe,Baseline
,,,,,,,,1pjMMnwNeHBGSyBi31OH,Baseline
0.17740345001220703,192.168.4.9,youtube,3879.0,21865.414678987858,15.0,2025-12-28T17:25:37.435000+00:00,0.012671675000871931,1xxubFPFGHsSPL93CK27,Baseline
0.04280281066894531,192.168.4.14,meet,3660.0,85508.40336883382,13.0,2025-12-20T13:44:54.886000+00:00,0.003566900889078776,1zctUrGWuKsJiL53Vihv,Baseline
,,,,,,,,24LfhBwP2l4pgbOnZ2L5,Baseline
,,,,,,,,27X9VV5cKYSqszDUjmxC,Baseline
0.9055414199829102,192.168.4.18,youtube,2669310.0,2947750.308373941,2422.0,2025-12-20T13:41:10.655000+00:00,0.00037403610903878983,27zCaxTog7zM2S5Lt3TB,Baseline
2.904783010482788,192.168.4.14,meet,4605.0,1585.3163500961912,21.0,2025-12-20T13:44:36.587000+00:00,0.1452391505241394,28PbUDucDQ2v3xKV3OLK,Baseline
,,,,,,,,28ycYtKKLPZMZvGzZqzw,Baseline
1.8093466758728027,192.168.4.18,idle,29314.0,16201.42805737289,44.0,2025-12-20T13:51:15.392000+00:00,0.04207782967146053,2A0BYS2ObbW0xyyen51y,Baseline
,,,,,,,,2KzJQS1qm4ZWBqMypUjj,Baseline
10.937784910202026,192.168.4.14,meet,7398.0,676.3709526871063,35.0,2025-12-20T13:49:45.751000+00:00,0.3216995561824125,2PYdfedf1DFRxTaa38Zs,Baseline
0.15867042541503906,192.168.4.9,youtube,3861.0,24333.457163807714,15.0,2025-12-28T17:21:17.672000+00:00,0.011333601815359933,2SWdRlk4KEZ8nM2Qj882,Baseline
0.44767260551452637,192.168.4.14,meet,2789.0,6229.999257592502,15.0,2025-12-20T13:49:05.191000+00:00,0.03197661467960903,2ZemRPUuBDFQwZZOgerO,Baseline
,,,,,,,,2fWX8Bmv22m3uga5rc00,Baseline
,,,,,,,,2k36E1h5NgpozrCeDDca,Baseline
7.821208715438843,192.168.4.18,idle,860.0,109.95742874146607,10.0,2025-12-20T13:51:31.422000+00:00,0.8690231906043159,2suTGoNLVq6IOTEJdHOM,Baseline
0.0036101341247558594,192.168.4.18,idle,355.0,98334.29665830142,5.0,2025-12-20T13:52:08.463000+00:00,0.0009025335311889648,2tZujyVK1WIDTU7bxVQm,Baseline
1.808967113494873,192.168.4.14,meet,4864.0,2688.827211790982,24.0,2025-12-20T13:40:52.351000+00:00,0.07865074406499448,34H4p2QYDgQr87Marsr6,Baseline
1.491124153137207,192.168.4.9,youtube,5135.0,3443.7105650769367,29.0,2025-12-28T17:20:57.558000+00:00,0.053254434040614536,34XrrE5dTJohQpFg0tkV,Baseline
0.33126282691955566,192.168.4.14,meet,53126.0,160374.16722553415,74.0,2025-12-20T13:46:57.886000+00:00,0.004537846944103502,35yZLeTQOZwkPlDgacoM,Baseline
1.968266248703003,192.168.4.18,meet,11335.0,5758.875359199623,34.0,2025-12-20T13:51:15.353000+00:00,0.059644431778878876,3FDwVtGI7QcBicmRISYV,Baseline
,,,,,,,,3Fb9qrdnXEvMzshxXyEo,Baseline
3.5353891849517822,192.168.4.18,idle,900.0,254.56886156432444,14.0,2025-12-20T13:51:39.988000+00:00,0.2719530142270602,3ICuwTPzZbhhVrtNvN0q,Baseline
,,,,,,,,3LSlo3qaEikXkKmnguAW,Baseline
,,,,,,,,3Oc0w2KRkM6ecfuT52Mf,Baseline
,,,,,,,,3TnJKK7NmJEd6e8zp3gW,Baseline
,,,,,,,,3cGbwrxZxxLj7TpazomP,Baseline
0.2706112861633301,192.168.4.18,youtube,910.0,3362.757011733652,12.0,2025-12-20T13:42:36.346000+00:00,0.02460102601484819,3hEqeEWAaWKo0a8Ld48B,Baseline
0.2150413990020752,192.168.4.18,meet,1167.0,5426.862015479811,10.0,2025-12-20T13:49:03.094000+00:00,0.023893488778008357,3hPW5YhDs37puZizAnZn,Baseline
,,,,,,,,3kOtYs0YIjPpiTX1OG1E,Baseline
0.8349671363830566,192.168.4.18,idle,27660.0,33127.0523050987,43.0,2025-12-20T13:51:14.171000+00:00,0.0198801699138823,3omr6ovxY5QhjS9naXLf,Baseline
4.314799070358276,192.168.4.14,meet,5429.0,1258.2277671505121,17.0,2025-12-20T13:49:47.797000+00:00,0.2696749418973923,3uz63uQUYbBTgX5RvDxL,Baseline
0.7810614109039307,192.168.4.18,idle,22761.0,29141.114491443706,48.0,2025-12-20T13:51:16.714000+00:00,0.01661832789157299,3wg6QlGkVeDa44rGq2YC,Baseline
0.9451491832733154,192.168.4.14,meet,8376.0,8862.093041218714,32.0,2025-12-20T13:46:50.222000+00:00,0.030488683331397273,3ysg3DRWYYRDOjX8jDK8,Baseline
,,,,,,,,41UANsjpd1hDQK5MneEA,Baseline
0.07700157165527344,192.168.4.18,idle,39359.0,511145.4111119368,55.0,2025-12-20T13:48:13.664000+00:00,0.0014259550306532118,45826jPDmxUdzfgBoGss,Baseline
